-1.0886,1.3666
-0.53126,1.4185
-0.98747,1.3887
-0.66222,1.5916
-0.67759,1.4821
-0.43738,1.6247
-0.23757,1.5297
-0.83874,1.3251
-0.62306,1.5797
-0.84141,1.3841
-0.47667,1.5476
-0.39845,1.7143
-0.65457,1.3812
-0.24244,1.643
-0.64068,1.1822
-0.44891,1.5558
-0.78366,1.3698
-0.80954,1.5259
-0.63655,1.4311
-0.47918,1.5298
-0.9011,1.239
-0.29064,1.475
-0.67983,1.3901
-0.28388,1.7926
-0.47059,1.6991
-0.67867,1.5164
-0.33294,1.7013
-0.59936,1.6822
-0.46492,1.6402
-0.62587,1.2677
-0.11672,1.6291
-0.86253,1.2459
-0.45069,1.7527
-0.45423,1.6281
-0.88933,1.4349
-0.5464,1.5208
-0.40953,1.7775
-0.79071,1.3181
-0.76089,1.2497
-0.57759,1.3364
-0.57726,1.4733
-0.71605,1.6284
-0.91777,1.394
-0.92874,1.2979
-0.3218,1.5717
-0.8242,1.2588
-0.69994,1.4061
-0.70774,1.4363
-0.64097,1.288
-0.55386,1.4423
-0.67539,1.6907
-0.46642,1.6016
-0.78105,1.5532
-0.65847,1.3407
-0.98633,1.3537
-0.49467,1.4404
-0.61423,1.412
-0.79069,1.2955
-0.74996,1.4887
-1.1275,1.3002
-0.64676,1.3948
-0.52093,1.5782
-0.84615,1.2554
-0.652,1.4999
-0.40859,1.525
-0.44521,1.6154
-0.66404,1.4022
-0.54653,1.5835
-0.69229,1.5515
-0.68103,1.4741
-0.90814,1.344
-0.37706,1.5797
-0.5223,1.428
-0.30023,1.5849
-0.51705,1.4866
-0.71858,1.3448
-0.43664,1.3719
-0.6064,1.627
-0.30398,1.6245
-0.58905,1.5344
-0.53923,1.4783
-0.76844,1.5917
-0.87562,1.5135
-0.56326,1.4523
-0.94024,1.5637
-0.76133,1.5862
-0.64119,1.5259
-0.57429,1.3772
-0.75648,1.3112
-0.75186,1.4596
-0.44454,1.594
-0.76566,1.3638
-0.6057,1.466
-0.72684,1.6115
-0.86342,1.4262
-0.82302,1.3771
-0.50088,1.5211
-0.72839,1.4314
-0.30684,1.8264
-0.6621,1.4545
-0.63135,1.5392
-0.75839,1.5181
-0.77595,1.3454
-0.78087,1.6754
-0.56278,1.4286
-0.51648,1.3956
-0.38159,1.5789
-0.72404,1.5641
-0.54953,1.4664
-0.50477,1.4312
-0.6879,1.245
-0.55799,1.5203
-1.0432,1.3136
-0.6422,1.3247
-0.64893,1.4717
-0.60454,1.4571
-0.62247,1.565
-0.33111,1.659
-0.49629,1.5467
-0.4614,1.5979
-0.82191,1.3788
-0.49809,1.4327
-0.59769,1.4327
-0.6507,1.4064
-0.51375,1.15
-0.94789,1.2887
-0.39782,1.4983
-0.34221,1.4691
-0.30066,1.8976
-0.92925,1.3783
-0.77064,1.3247
-0.86148,1.0971
-0.66569,1.5089
-0.70787,1.4626
-0.77818,1.4241
-0.44336,1.5072
-1.1472,1.1834
-0.94795,1.2294
-0.7353,1.2629
-0.93512,1.2256
-0.9014,1.391
-0.602,1.5055
-0.67997,1.5579
-0.74868,1.4419
-0.45103,1.7426
-0.49479,1.5363
-0.52369,1.4872
-0.50725,1.3961
-0.92297,1.5229
-0.71608,1.3871
-0.53958,1.5798
-0.70295,1.5123
-0.93046,1.3528
-0.68573,1.244
-0.80527,1.4968
-0.49819,1.4952
-0.45126,1.593
-0.6386,1.129
-0.35203,1.49
-0.50591,1.5632
-0.57487,1.5392
-0.54222,1.5192
-0.696,1.3472
-0.80138,1.5273
-0.75458,1.4935
-0.58258,1.5225
-0.43072,1.5082
-0.8817,1.4567
-0.61374,1.4492
-0.70947,1.7147
-0.76584,1.4475
-0.45871,1.5566
-0.37456,1.6926
-0.73538,1.4417
-0.69173,1.4207
-0.256,1.5343
-0.67525,1.6652
-0.59335,1.479
-0.8523,1.6542
-0.92179,1.5402
-0.72309,1.5523
-0.46336,1.6099
-0.5155,1.5325
-0.50682,1.7232
-1.0426,1.1316
-0.52173,1.4759
-0.66985,1.415
-0.86699,1.3201
-0.54448,1.4103
-0.55808,1.2919
-0.76881,1.5609
-0.7999,1.4301
-0.48116,1.6713
-0.67327,1.563
-0.72133,1.2245
-0.70273,1.4109
-0.45678,1.6744
-0.44812,1.5092
-0.65242,1.3791
-0.9238,1.1902
-0.28016,1.0098
-0.49925,0.68248
-0.27265,0.86775
-0.10432,1.0319
-0.31372,1.0415
-0.55918,0.76913
-0.36903,0.7751
-0.39293,0.94371
-0.085905,0.91335
-0.35837,1.0388
-0.25197,1.0173
-0.18517,1.0371
-0.077487,1.1643
-0.54701,0.79871
-0.28607,0.97588
-0.21202,0.8831
-0.4478,0.84601
-0.54128,0.8097
-0.19634,0.82696
-0.52462,0.86497
-0.26732,1.0438
-0.21488,0.93075
-0.1424,1.1269
-0.63491,0.72975
-0.1279,1.097
-0.46697,0.92757
-0.30962,1.1508
-0.52384,0.93471
-0.44457,0.81748
-0.2706,0.93418
-0.25471,1.0827
-0.68878,0.7141
-0.45035,0.75756
-0.46592,0.95073
-0.22664,1.1277
-0.42017,1.0395
-0.31198,0.95772
-0.35691,0.89118
-0.62837,0.85655
-0.13065,0.96951
-0.54956,0.98253
-0.28925,0.92042
-0.4972,0.91918
-0.088466,1.0077
-0.15051,1.043
-0.50391,0.94666
-0.51168,1.0928
-0.59421,0.92407
-0.27811,1.0164
-0.20763,0.90183
-0.26393,0.99567
-0.46977,0.88727
-0.66309,0.915
-0.42216,0.98505
-0.655,0.82092
-0.14172,0.83638
-0.46745,0.98013
-0.6558,0.86349
-0.37262,0.96034
-0.28399,1.0018
-0.13556,0.92453
-0.62069,0.9661
-0.17394,1.0498
-0.40155,0.93741
-0.48074,0.88183
-0.56232,0.94033
-0.22011,0.9
-0.1991,1.0915
-0.40087,1.1004
-0.062514,0.99239
-0.98234,0.71597
-0.36067,1.1413
-0.4594,0.92969
-0.46975,0.9431
-0.11274,0.99503
-0.48793,0.79508
-0.36478,0.86092
-0.082506,1.0137
-0.19849,0.98801
-0.2927,1.0433
-0.17999,1.0978
-0.375,0.76593
