-0.43355,-0.94209
0.20447,-0.41084
-0.31563,0.32552
-0.3589,0.44184
1.0767,0.0305
-0.45272,-0.15766
0.75223,-0.7123
0.96923,-0.29724
-0.46426,0.19541
0.94701,0.063326
-0.87381,-0.48326
-0.97454,-0.1328
0.15974,0.4642
0.45261,0.13448
0.97482,-0.20305
-0.25432,-1.0074
-0.71605,-0.67043
-1.0174,-0.16505
0.38937,-0.36752
-0.63598,-0.69665
0.8997,0.59168
-1.0394,-0.10066
-0.49504,-0.15682
0.86345,0.5513
0.79897,-0.61574
-0.14741,0.54098
0.27292,0.45711
-0.34128,0.29418
0.00037157,0.48045
0.80944,-0.71475
-0.012135,0.52866
0.48599,-0.79023
0.35525,0.2694
0.87392,0.53629
-0.30478,0.9434
-0.28103,-0.38477
0.83341,0.56579
0.14109,-1.0066
0.068944,0.5592
0.38278,-0.96429
0.81488,-0.54569
-0.38296,0.37109
-1.0063,0.44379
0.34723,-0.17774
0.52336,0.053178
0.50542,0.024774
-0.55003,0.092327
-0.073692,0.45917
0.18328,0.44673
-0.61524,0.8679
-0.058229,1.0488
0.072406,-0.98101
-0.76534,-0.66707
0.47276,0.1267
0.17148,-0.41516
-0.36002,0.34101
-1.0773,0.062016
-0.66497,0.68821
0.92859,-0.2086
0.17951,-0.52647
-0.3404,-0.47375
0.39749,-0.42441
-0.49537,-0.93756
-0.46868,-0.21692
-0.94613,0.12713
-1.0205,-0.33101
0.223,0.44009
-0.29693,-0.98864
-0.47766,0.094049
-0.24344,0.35974
-1.0017,0.19711
-0.56906,-0.29126
0.1211,-0.44973
-0.47285,0.13811
0.28541,0.13069
0.016103,-0.59591
0.21447,0.43796
-0.81128,0.57342
-0.74452,0.63214
-0.37197,0.47652
-0.47153,-0.12629
0.95718,0.37039
0.2268,0.41901
0.9853,0.16772
0.26763,0.32675
0.46288,0.22042
1.0318,0.087249
-0.27515,-0.44293
0.039894,0.99767
-0.45715,0.15625
0.24655,0.44585
-0.86992,-0.46021
0.89769,0.48922
-1.0048,0.079651
0.59418,-0.7949
0.57873,-0.7823
-0.49654,-0.0070774
0.99009,-0.22996
0.12992,1.01
-0.9385,0.027862
0.39573,0.20545
0.019127,1.0057
0.58542,0.053608
0.35023,0.39749
-0.21887,-1.0558
-0.061133,-0.49616
0.69905,-0.80257
-0.19691,0.96193
-1.0293,0.3305
0.27809,-0.55531
0.93474,-0.42278
-0.18565,0.51518
0.31781,0.93379
0.15171,0.52741
0.30067,0.92622
-0.4589,-0.16974
0.3932,0.40159
-0.46588,-0.042638
-0.06311,-0.54619
0.56703,0.27218
0.45279,-0.12241
0.74707,-0.68341
0.1778,-0.36797
-0.24019,0.49662
-0.080728,-1.0205
-0.91436,0.41448
0.24832,-0.2539
0.67946,-0.75237
-1.0394,0.16104
-0.98866,0.0043195
0.39234,-0.27072
-0.34328,0.94237
-0.47568,-0.16491
0.23571,0.94385
-0.022621,-0.97048
0.63249,0.79283
-0.47045,0.038718
0.50867,-0.097631
-1.0193,-0.31534
0.97824,0.33036
-0.1578,0.363
0.50968,0.2285
-0.89058,0.0009985
0.85989,0.54461
-0.68908,0.75701
-0.21872,0.45997
-0.66395,0.73171
0.1135,0.96899
0.70007,0.73093
0.44327,-0.17733
-0.83982,-0.52484
0.91732,0.41903
-0.38109,0.45402
-0.59324,0.82778
1.0776,-0.0095853
-0.4275,0.21753
0.47951,0.82882
0.070909,0.53624
0.35261,0.37903
-0.43832,0.031514
0.062757,-0.48257
-0.54562,0.020591
0.78323,-0.69612
-0.10045,-0.92575
-0.51541,0.060394
-0.032473,-0.46438
-0.032337,-0.32889
-0.16685,-0.46484
-0.74097,-0.55004
-0.3543,-0.24433
-0.45089,-0.81183
0.35835,0.36524
-0.81155,0.58081
0.34374,-0.90808
-0.41459,0.9463
-0.18005,-1.0221
0.45228,0.070848
0.4292,-0.29839
